Velocity (mm/s),noisy_0,noisy_1,noisy_2,noisy_3,noisy_4,noisy_5,noisy_6,noisy_7,noisy_8,noisy_9,noisy_10,noisy_11,noisy_12,noisy_13,noisy_14,random_noise_0,random_noise_1,random_noise_2,random_noise_3,random_noise_4,random_noise_5,random_noise_6,random_noise_7,random_noise_8,random_noise_9,random_noise_10,random_noise_11,random_noise_12,random_noise_13,random_noise_14
-0.22300592576137432,1.140608828120967,1.1847336093169538,1.0499449215483776,0.9247751341391561,1.1638135966195546,0.967019685433544,1.0135107405207446,1.0291722865358173,1.00838724361386,1.0233368314264806,1.093334660845459,0.9945128369771703,0.9902905515804148,1.0704305793755782,1.140358110675285,1.0241044885405197,1.020695896005032,1.1357534567233776,1.0471304510898285,0.9559159901673027,0.8665224051714273,0.9562037271557083,0.9631585032294984,0.9663306758092854,1.0257477585179016,0.800453321328661,1.0714258340169853,0.9942489168504931,1.1065142359590179,1.1483439825078712
-0.21949402141779753,1.0828689103990214,0.9767579329361399,0.9348632924661949,1.0869473325758123,1.0154635957846774,1.0430256579940778,0.8451035983825734,0.8105417394907434,1.2391631669178533,0.9709941358471994,1.0278278022000726,0.9952892428633405,0.8520045131457514,1.0098077870658901,0.9254737507208257,1.1084344439424343,0.7950152134299227,0.9679462922440163,1.1762506706380769,1.0745534333278173,1.1613391096315426,0.9647979476449967,1.1038741280068687,0.8307333269395724,0.9210869639983548,0.9563267487427085,1.1606204128133173,1.0712035355633627,0.9658798014751586,1.0233492682489773
-0.21598211707422077,0.8500145163177549,0.9628353093707066,1.0401529190127845,1.0096363127582104,1.0328718194951614,0.9977882402958727,0.9511470406230946,1.080721711893798,1.0000233523746016,0.9529251682046465,1.052393592658004,1.125165301896154,1.1294187941097875,0.9316687175789164,0.9807325494144867,0.9113440686316608,1.0753721515504546,1.0653712718353057,0.9720933671130982,1.202318334471143,0.8974978140628899,1.0085629052449183,1.0613425250275044,0.8378887251646939,0.8351475724504331,0.9191115117181675,0.945948446656604,1.0366041800066883,1.0134893780426895,0.9846541683909585
-0.21247021273064395,1.0206698683469946,0.7383827314010607,0.8400494779245093,1.0697854340643294,1.0138443580223198,0.9680099230032109,1.0286439269185634,1.1438008086643083,1.0386963302177505,0.9784433976802273,0.7714742873978657,0.8874360750995895,0.9960220903482966,1.1228099241305318,0.915817989270477,0.9375742092751794,1.0699195094853997,1.0418154522894543,0.8978015060893487,0.773841406891471,1.0496887254006046,0.9164715379379769,1.0074216829574762,0.9397685384075692,0.9509772086125254,0.9024168784898363,1.1214547603853877,0.8626899937162127,1.0295426104121683,1.0130092117044762
-0.2089583083870672,1.094730466862215,1.0273147257804658,1.1088435011315199,1.1722266655445204,0.8135910376446069,1.0534249987846707,0.8959129139200582,1.139257502306452,1.0756030401178212,0.9636054234369983,0.9120448664100897,1.1080131290835926,0.9756148289078559,1.1033323119474527,0.9135456454248003,0.8989574153705748,0.9758333127124635,1.0235905111902788,1.0062499996008925,1.0759287859785782,0.9893669339132076,0.9769169757225139,1.0821035344890664,0.9771145829750498,0.9628239896793699,0.8498864287178693,0.9376232804441538,1.1603472062191915,1.1360835637997464,1.0639933961078136
-0.20544640404349038,0.956499639065468,0.9994945253997958,0.8690360214798011,1.0909664625930653,1.0493452210323158,0.8444618303422224,0.9670984145903714,1.2363714047412917,1.100742454885641,1.0076305698655514,1.0939038056273793,0.850104037660044,0.9262026053051178,0.9209621527751001,0.8793439560059432,0.9765235264489631,1.0286955185138253,0.994262031228466,1.1599362422695474,1.0493205157328753,1.0320790302117104,0.9194102572820252,1.0614519123799433,1.026913442442658,0.8646809122122845,1.0850309765690527,0.9188222614160887,1.1045203979238396,1.1716231046530774,1.255832310922899
-0.20193449969991362,1.0666172774107634,0.9803187320162862,1.038603741505698,1.1833124646675588,0.8765485213888664,0.9201535364937841,0.9424144600895727,1.026035053456349,1.146595291037196,1.1494398724572792,1.13912520118025,1.0159041696619513,1.136903797131579,0.9985093824638707,1.098775079251365,0.934540086923667,0.9969304652423971,0.9810693229119001,1.035571822187389,1.0809620376619273,0.8177470606041183,0.9179400162301099,1.1554136667532695,0.9842188393699836,1.0305485426320526,1.1213140155631403,0.9646247193839578,1.029321704160288,0.9504558567329946,0.7976157913673709
-0.19842259535633683,1.0524815961589291,1.0747653608604124,1.0278362356585955,1.1335636648799776,1.063530171234958,0.9236063157811306,1.0945340293780368,1.001779924482146,1.0832592126666056,1.103350785523974,0.9353792224973357,1.0155183467672906,0.9218970813400309,0.9182529384805953,1.0726452104838409,1.1940734665874513,0.8141969915985415,1.025641833244377,0.968071387992971,1.0931357550402239,1.1673780874213249,1.195282734260657,1.1756235377029103,1.2123285121951648,1.103486074063641,1.1234857487730239,1.0098202728329977,0.952631223567255,0.8680696210074998,0.7441933406700121
-0.19491069101276007,1.0425353057539,1.087459210881553,0.9550853880855306,1.2014652979074143,0.9819018905532207,1.0091773967724385,0.9572503946730525,1.058098908079681,1.0058124474613221,1.0692812555279037,1.0963032424698427,1.1636792128881663,1.1096045846949496,0.899553925843396,0.8667570570314946,0.783189173501313,0.9161279742665498,1.0866994361069071,0.9114436494750224,1.0853999962421483,1.0141810438313628,0.9254921610258323,0.9724210114416623,0.9897800803489463,1.05046639075445,0.9153118590834746,0.8545373296036571,1.1015787902433396,0.9725004065110437,1.0682454142254814
-0.19139878666918325,1.0232175687080731,0.9271749400852577,1.3515960616901814,0.9293551171365927,1.158941148346649,0.9909719049042959,1.0548375682553508,0.9948486540357504,0.9724147060445447,0.88438781552773,1.0858460800599186,1.0406770358686055,0.9815115296619356,1.2330725917860328,1.0657052952405308,1.0917179955031446,1.0657457999325408,1.1285147364757897,0.9453301875144338,0.8999841626528797,0.883121637549533,0.9909143946174311,0.9272791971711315,1.0445823688712073,1.047604124265102,1.0762900000331508,1.024066883702383,0.9126118639113008,0.9844194206169049,1.021277452353128
