Velocity (mm/s),w3_noisy_0,w3_noisy_1,w3_noisy_2,w3_noisy_3,w3_noisy_4,w3_noisy_5,w3_noisy_6,w3_noisy_7,w3_noisy_8,w3_noisy_9,w3_noisy_10,w3_noisy_11,w3_noisy_12,w3_noisy_13,w3_noisy_14,w3_noisy_15,w3_noisy_16,w3_noisy_17,w3_noisy_18,w3_noisy_19,w3_noisy_20,w3_noisy_21,w3_noisy_22,w3_noisy_23,w3_noisy_24,w3_noisy_25,w3_noisy_26,w3_noisy_27,w3_noisy_28,w3_noisy_29,w3_random_noise_0,w3_random_noise_1,w3_random_noise_2,w3_random_noise_3,w3_random_noise_4,w3_random_noise_5,w3_random_noise_6,w3_random_noise_7,w3_random_noise_8,w3_random_noise_9,w3_random_noise_10,w3_random_noise_11,w3_random_noise_12,w3_random_noise_13,w3_random_noise_14,w3_random_noise_15,w3_random_noise_16,w3_random_noise_17,w3_random_noise_18,w3_random_noise_19,w3_random_noise_20,w3_random_noise_21,w3_random_noise_22,w3_random_noise_23,w3_random_noise_24,w3_random_noise_25,w3_random_noise_26,w3_random_noise_27,w3_random_noise_28,w3_random_noise_29
-0.07269006881732144,0.9237942554343515,0.9749955969345568,0.9789662550039596,0.9807773287923648,1.014700048433396,0.8860737396168873,1.0407788203666495,0.9967165607529115,1.0608116790576194,1.0846933423797798,0.9633728673533422,0.9836796086766758,1.0299453281665383,1.0155178288916502,0.9547478083751076,1.0015900517903709,1.0352603179422717,0.9488761858581936,0.9400971045994434,0.9371112324111821,0.9059312973737126,0.9824864807926083,1.031317558453841,1.0124109429103851,0.8883360616065086,0.9021103771914584,0.9374437687715923,0.9920992791630863,0.9541707771424476,0.8993641663960619,0.9444293368352289,0.9739864954209031,0.9992569389593203,0.871047729700243,1.0663349963046405,0.9497409796796293,1.0853429209378924,1.0680350378312613,0.9430605016885665,1.0551930327304324,1.0513039471615333,0.9740402955099371,1.0192041024957144,1.034774237874047,1.036675229284831,0.9572263562292891,1.0566877975072846,1.0135310715628847,1.0073577763156005,0.8000671963866752,1.1145361357155241,0.9180159015509162,1.050680158862501,1.0512023926321914,0.9920655158404745,1.0106617716589923,0.964051816467786,1.022449344568768,1.006443717265299,0.8978903637776448
-0.0715453433238491,1.0910779176061967,0.9789230906551194,1.0582859314150121,0.9024200610428903,0.9539797263379488,0.9740890607890533,1.0906677983392519,1.0396426884176935,0.9795404429078576,1.0123349885177462,0.9914102888534162,1.0053287246486775,0.9906794985430623,0.9442685089907463,1.0783306637935113,1.0146971035052192,1.0731990804572478,1.077700919674177,0.9349335291613569,0.9495485751038049,0.9971442752944379,1.0057673954242436,0.9225597755774597,1.069316477709257,0.9338731149009937,0.9928776968827493,1.0347829651792726,0.9869205570523554,0.8723757023873359,1.0329487015562226,0.9646527608294596,1.026488564605938,0.9681938064319601,1.0670426612254782,0.8804736521772969,0.9673172434987344,0.934571509231285,1.0086928976035945,1.0120539695417514,0.9636143598364294,1.010716283228724,0.9280218449353261,0.9590315070517601,1.1284778214632498,0.9616169701970185,1.0067939663140615,0.9663822206367451,1.0398816440520158,0.9816294976957417,1.0041832008964662,1.0125880708673236,0.9255215229830924,0.9181818824591876,0.9323131147792709,0.9722411002009421,1.1433472896633128,0.9635012355107598,1.0077116243565944,1.1329816372257469,0.9998721115330678
-0.07040061783037675,0.9391414490010782,1.002474936704088,1.0325718588323147,0.90515010700025,0.9035869987375812,0.9514663914298708,0.9667698199943355,1.018465125082816,1.0052841965807622,0.9888412766996761,0.9563690117402773,1.012677382262375,1.0365921035119852,0.974800778901967,1.0726273904156927,0.9737986677099697,1.047082125884761,1.0532425038938453,0.9591708058498839,1.0376432821211785,0.9602033286182309,1.0729076932577672,1.0120687496474736,0.8727896685397484,1.0023227055302601,0.8886168955678801,1.0639890948260675,0.8958226228310973,0.9488331830721773,1.0229051049184186,1.070173833703275,0.9999239289258134,0.9826620346736356,1.0021583625819528,0.9306550881714243,0.9481428619883723,0.962844734146254,0.9327645798375755,0.9071369549141508,1.070071106284029,0.9485729288254457,0.9732146163206601,0.8668632310205677,1.1471131400380046,0.9753500857042509,1.0287581799205179,0.9361238980859207,0.9650482422079785,1.0348443113701598,0.9282282313615137,1.0539694471624852,1.0036129083882648,1.0775853393427288,1.0689129674207294,1.0399678898856544,1.06021045096837,1.0275376818929416,1.0317839628104901,1.0576681449328478,0.9743243254866751
-0.0692558923369044,1.024249173734731,0.948346720345833,1.0001669041715329,0.9616205292733819,0.9680068341037694,0.9403388712538485,1.0651389284960426,0.9177038939115894,1.0127706281881503,1.0033504809183191,1.0518137495463957,0.9402742970100203,1.0875702928564717,0.9637554767252874,0.8993796835922973,0.983646673264168,0.9478532886947073,1.0344682089599877,1.0598080151171887,1.1055953324365462,0.9078228538821863,0.9140613194853241,0.9475687673043154,0.9578731198997393,0.914467691917253,1.011740671474966,0.9651234842635908,0.9481426717313782,0.9954860205446701,0.8995936657426952,0.9251403825620318,1.06397174627635,1.0677262624861075,0.9620097791442838,1.1322040045066097,0.969748272112868,0.9543679132976861,1.074215909453429,1.0505228927591581,0.9637434843990871,0.973238689801907,1.0295051170123939,1.0355837160340517,1.0158751458334094,1.051396480250394,1.116714190125728,0.9655376295153788,1.0245856572463223,1.0346803093426504,1.0001600905183692,0.9288175667056244,0.9002468408293193,1.0345730206534087,1.040692171286581,0.9198397049651874,0.9210151445748602,0.9624280384458018,0.977647272291942,1.0041242892787274,0.9845912578048442
-0.06811116684343206,0.9882118267270098,0.9811242409991495,1.041005466402285,0.9812367360229355,0.9731013026717755,0.9088075409619246,0.9587548940837545,1.0855484859494784,1.0717355362926269,1.030695619866697,0.8833912659711468,1.0283581990685802,0.9801892499555173,1.0458470660153172,0.9060094969116761,0.9178225064626858,1.019035135709808,0.9308609130970886,0.9848029316139454,0.9076061335849743,1.0791424213990182,1.0002724191315489,0.9953076998121319,1.0542060659327406,1.0319051973453732,1.0098918050211156,0.9783097050952952,1.0861189522239367,0.8918096080106065,1.0322771956345296,0.8803167372472612,1.0122602207479647,0.9142586064782521,1.000002134462673,0.885368485045555,1.0610926120714566,1.02092241201166,0.9906761480144433,1.023800401275192,0.9036926328976415,0.9877655108788589,0.9727770450114721,1.1009663575697717,0.9098036093490752,1.0444637803876937,1.0271540725298811,1.0065167483288753,1.0281225683445978,0.9963352622976719,0.9672996521021628,1.016490413274367,1.0014269115393477,1.0349332204891777,0.971977063663067,0.967285731634684,1.0108630814906474,1.041811255551596,1.10552870931508,1.064417324632616,0.9815655593429574
-0.06696644134995972,1.0110232244096145,0.9469305682817315,1.0277322555576527,1.008084732829637,0.9157972826121675,1.041145420657383,0.9465960814859661,1.0522321552382532,1.0904041402152376,1.1383073130280092,0.9647225687350846,0.9302925495641736,0.9787104841939167,0.9679658221040919,0.8897528003090038,0.8367837692330702,0.982193285411475,1.1007638449112611,1.0584735752328311,1.0068193105623728,0.9641381175749545,0.9898920153111164,1.0164654833926758,1.1366124026730102,1.0368283803322262,0.9698834297896856,0.8956433996134854,1.127112641639773,1.02769893132075,0.921168903751935,1.0787773547000683,1.040125279579603,1.05389798027343,0.9271157738221529,0.9738417380902793,1.0448475581310535,1.0938359348144657,0.963925130763971,1.011001415900997,1.0239776521064259,1.0663466094002252,1.0353097603692338,0.899564773775064,0.9977853442688056,0.9640208824243943,0.9283281459320768,0.9894905558613573,0.8809510224993815,1.030460647035424,1.0586287298110624,1.0363449628917227,0.997946055531837,0.998334766995307,1.0640108807479622,0.955817489407022,0.8936085514720729,0.9305430720469632,1.0228499729336253,1.0601169933723038,1.0024446124357758
-0.06582171585648737,0.8880255329921689,0.944988699571464,1.080000697455224,0.9826705068363337,1.0090105482893272,1.060613864330049,0.9715305707623335,1.0083130481128288,0.9634750814479073,0.8765802089589493,1.129270914522756,0.9824168006188225,1.0864497295850843,1.0215510937462309,1.1032335980242653,1.0090334617378445,0.9872498084736849,0.9308406034425117,0.8670800374087553,1.0120314847028846,0.9447876462317175,0.9702566094272672,1.0684345751858189,0.9591500072444905,0.9033333355672438,0.9915051728823782,0.9753424353187741,0.8348621031470359,0.9334606659595135,0.9174972204229894,1.0444800583495464,0.9370837328142139,0.9079541253890843,1.0175813359637693,0.9315393543301993,0.9039573309419637,0.8217710783163672,1.021039634248869,1.0243895833499292,1.0726978195682375,0.8170212232828233,1.070976895110381,0.9503032199491603,1.0259652892454756,1.0574927001042198,1.0369938726273717,0.9893557743341747,1.0166119197885157,0.9687979765650843,1.037433055076671,0.9601282454495544,0.9280260632308689,0.9769973843986015,1.0862064725120961,0.9377049952360201,0.9129984972975581,0.9046009320342433,1.011277482789046,0.9438399170589951,0.995879127339629
-0.06467699036301502,1.0861453454049683,1.1020050841699505,1.0908316862935858,1.1116931331405662,1.0498320156984149,1.061198925951812,0.9965966120294867,0.9640929438485324,0.9160319548000847,0.8456262816287967,1.0203513440503234,1.0384184853635563,1.0370731152753412,1.111658124595396,0.9962718406583301,0.9386034859846215,0.9570665187877503,1.0404452962748423,1.0330639833275417,1.0048915966529182,1.0552477591758396,0.9256849045381512,1.0306095554654782,1.0361891299292614,0.8904642391701452,1.0115173848177301,1.0477630295172806,1.0369875730197642,0.9021383415958285,1.0973806637465422,1.022855422319819,0.9225970537748127,1.0144934516508823,0.9004872122669523,0.937705902318305,1.0052902814217501,1.0819346836460175,1.073585496856144,1.02782491240964,1.0636809385442525,0.9750073988626241,0.9418226505478074,1.0328720246554342,0.907792821138585,1.0760618794521133,0.9892603948122842,1.0114567236367136,0.9049996809398024,1.0407808938527074,1.0331672127656484,0.937084003209735,0.8732851899818295,0.9813845103015449,0.9598861271434511,0.986223314238657,0.9156414912697324,1.1086278931993208,1.0410175760683826,1.0440353484434368,0.9275217043863684
-0.06353226486954268,0.9990634026451499,0.9486569499351705,0.9753290288292766,0.9851950803374789,1.0196862311878696,0.9428709608438887,0.9083296705571128,1.0487360361491025,0.9753741531299058,1.0297909644697987,1.0336302934959674,0.9174121837609742,0.9628280585692437,1.066794281974793,0.9878634670984672,1.0146538754694958,0.9853942652105405,0.9733201312144845,1.0915071035098847,0.9904078874921186,0.914046734971022,0.9699372423061793,0.9636738812310778,0.8619501208327343,1.0259940132839103,1.044871427302288,0.9533745842430309,1.0957999424047713,0.9595951583566197,0.9236473883695963,1.000059635797195,0.9974960527004537,0.9612902498799775,0.9091399450626046,0.8570021029098294,1.0020031470215947,1.0390867812641151,0.9500396954708624,1.0021120390676792,1.0513971808134766,0.919029474374521,1.0131592858193925,1.0000715118420995,0.9559749495823839,0.9623389469915701,1.0811775262490917,0.9267489751232983,1.0945536981469117,0.9989054907699615,1.051555265221173,0.9649643631141033,1.0222085805050611,1.0836634309285391,0.94064736706031,0.9974823276019663,1.049456552770733,0.9973899545769148,0.9261781295549361,0.9896780670392279,0.9889956394391483
-0.06238753937607033,0.9252109821645819,0.9864954662481369,0.9503163170071991,1.017007851341696,1.018725839872455,1.0350349050151384,1.0053439793108203,0.9419773527190504,0.9828028143336149,1.0037580762708054,1.0550299537025056,0.9347474427588363,1.024233560932416,0.9652927532283464,1.0250087077851855,1.0478000106731133,1.0431290237014823,0.9560920539619272,0.9678070617544834,1.099954908254546,0.9119658651676333,1.1470554589829367,1.079659567363358,0.9733238879686836,0.9509896540004207,0.9699823679465563,0.9756948635392076,0.8902536039298459,1.0677291561629338,0.8599041974377155,0.9333809393547812,0.9307920709670732,1.0959888495554326,1.0159930042732472,1.042402032808906,0.9053797766032959,1.0172437699782937,0.9330177306017627,1.0276730463819053,1.0415612319813563,0.9533877862007876,0.947782931890571,0.9543610197456579,1.0633804766125117,1.0204787918140745,1.0700020602463323,1.0877063643024734,0.9563043962298754,0.9608357332202063,1.0339938933604451,0.9785166026407024,1.0901529740324394,1.1034823307894726,0.9373223612376076,0.8876036247512072,1.0780895067503127,1.0701454905571548,1.0741606280091662,0.9223088771196425,0.946973135602072
